Locality,Sub_locality,Street,Code
PORT LOUIS,Tranquebar,Cremation Ground Street,11410
PORT LOUIS,Tranquebar,Doorundar Street,11410
PORT LOUIS,Tranquebar,Guillaume Giquel from Ruisseau du Pouce to M_ Gandhi Street,11410
PORT LOUIS,Tranquebar,John Kennedy Street,11410
PORT LOUIS,Tranquebar,Langlois Street,11410
PORT LOUIS,Tranquebar,Mahe _Seychelles Street,11410
PORT LOUIS,Tranquebar,Nazareth Street,11410
PORT LOUIS,Tranquebar,Pouce Road,11410
PORT LOUIS,Tranquebar,Prince Alfred Street,11410
PORT LOUIS,Tranquebar,Prince de Gale Street,11410
PORT LOUIS,St Denis,Avice Street,11411
PORT LOUIS,St Denis,Bon Cherville Street,11411
PORT LOUIS,St Denis,Breard Street,11411
PORT LOUIS,St Denis,Duclos Street,11411
PORT LOUIS,St Denis,Gayasing Street,11411
PORT LOUIS,St Denis,Gravier Street _S_ Sivananda Street,11411
PORT LOUIS,St Denis,Shah_ E_ Islam Street,11411
PORT LOUIS,St Denis,Sookdeo Bissoondoyal Street,11411
PORT LOUIS,St Denis,St Denis Street from Labourdonnais Street to M_ Gandhi Street,11411
PORT LOUIS,St Denis,Tulsidas Street,11411
PORT LOUIS,Enniskillen,MGR Leen Street from Labourdonnais Street to Promenade,11412
PORT LOUIS,Enniskillen,Maxime de Sornay,11412
PORT LOUIS,Enniskillen,Enniskillen Street,11412
PORT LOUIS,Enniskillen,Mayer Street from Labourdonnais Street,11412
PORT LOUIS,Enniskillen,Bancilhon Street,11412
PORT LOUIS,Enniskillen,Raoul Rivet Street from Labourdonnais to Jenner Street,11412
PORT LOUIS,Enniskillen,Justice Street,11412
PORT LOUIS,Enniskillen,Independence Street,11412
PORT LOUIS,Enniskillen,Jenner Street,11412
PORT LOUIS,Enniskillen,Cook Street,11412
PORT LOUIS,Enniskillen,Boulevard Rivaze,11412
PORT LOUIS,Enniskillen,Wellington Street _Jawaharlall Nehru,11412
PORT LOUIS,Enniskillen,Seetulsing Street _ex Washerwoman,11412
PORT LOUIS,Enniskillen,Generosity Street,11412
PORT LOUIS,Marie Reine de la Paix,Antonio Street,11413
PORT LOUIS,Marie Reine de la Paix,Capitaine de Valence Street,11413
PORT LOUIS,Marie Reine de la Paix,De Courcy Street from Beaugeard Street to MGR Leen,11413
PORT LOUIS,Marie Reine de la Paix,Desroches Street from Beaugeard Street to MGR Leen Street,11413
PORT LOUIS,Marie Reine de la Paix,Emyrne Street,11413
PORT LOUIS,Marie Reine de la Paix,Henri Le Sidaner from Beaugeard Street to MGR Leen,11413
PORT LOUIS,Marie Reine de la Paix,I_ Levieux Street,11413
PORT LOUIS,Marie Reine de la Paix,Mauritius Street,11413
PORT LOUIS,Marie Reine de la Paix,Mayer Street  from Labourdonnais Street to Decourcy Street,11413
PORT LOUIS,Marie Reine de la Paix,Montenot Street,11413
PORT LOUIS,Marie Reine de la Paix,Nahaboo Solim Street from Beaugeard Street to MGR Leen,11413
PORT LOUIS,Marie Reine de la Paix,Poupinel de Valence Street,11413
PORT LOUIS,Marie Reine de la Paix,St James Street,11413
PORT LOUIS,Marie Reine de la Paix,St John Street,11413
PORT LOUIS,Cite Martial,Indians,11501
PORT LOUIS,Cite Martial,Klebert,11501
PORT LOUIS,Cite Martial,Latanier,11501
PORT LOUIS,Cite Martial,Military Rd,11501
PORT LOUIS,Cite Martial,Sirdar,11501
PORT LOUIS,Cite Martial,Coringa,11501
PORT LOUIS,Cite Martial,Daureawoo,11501
PORT LOUIS,Cite Martial,Gele,11501
PORT LOUIS,Cite Martial,Imp_ Macao,11501
PORT LOUIS,Cite Martial,J_Tranquille,11501
PORT LOUIS,Cite Martial,Macao Street,11501
PORT LOUIS,Cite Martial,Malacca,11501
PORT LOUIS,Cite Martial,Rene Maigrot,11501
PORT LOUIS,Cite Martial,Rochecoust,11501
PORT LOUIS,Cite Martial,Rohan,11501
PORT LOUIS,Cite Martial,Rozan,11501
PORT LOUIS,Cite Martial,Samuel Fouqueraux,11501
PORT LOUIS,Plaine Verte 1,Blvd Hugon,11502
PORT LOUIS,Plaine Verte 1,Depinay,11502
PORT LOUIS,Plaine Verte 1,Diego Garcia,11502
PORT LOUIS,Plaine Verte 1,Dr Hassen Sakir up to Paul  et Viginie Street,11502
PORT LOUIS,Plaine Verte 1,G_H Issac from Paul Et Viginie up to Blvd Victoria,11502
PORT LOUIS,Plaine Verte 1,I_Bacosse Subdar,11502
PORT LOUIS,Plaine Verte 1,L_Vele street,11502
PORT LOUIS,Plaine Verte 1,Pellegrin,11502
PORT LOUIS,Plaine Verte 1,Ruch Paul,11502
PORT LOUIS,Plaine Verte 1,Trichnapoly _ Krishnaputy street,11502
PORT LOUIS,Plaine Verte 1,Northern side of Blvd Pitot street,11502
PORT LOUIS,Plaine Verte 2,"A_R Nawab,",11503
PORT LOUIS,Plaine Verte 2,Ave Goomany Ally,11503
PORT LOUIS,Plaine Verte 2,Benares,11503
PORT LOUIS,Plaine Verte 2,Cadinouche,11503
PORT LOUIS,Plaine Verte 2,Cock Lane,11503
PORT LOUIS,Plaine Verte 2,Ghoon,11503
PORT LOUIS,Plaine Verte 2,Hassen Hussein,11503
PORT LOUIS,Plaine Verte 2,I_Bacosse Soobadar,11503
PORT LOUIS,Plaine Verte 2,Joseph Francois,11503
PORT LOUIS,Plaine Verte 2,Kankal,11503
PORT LOUIS,Plaine Verte 2,Khustar,11503
PORT LOUIS,Plaine Verte 2,Mawlana,11503
PORT LOUIS,Plaine Verte 2,Mosque St,11503
PORT LOUIS,Plaine Verte 2,Oscar Grandcourt,11503
PORT LOUIS,Plaine Verte 2,Ramsamy Canabady,11503
PORT LOUIS,Plaine Verte 2,Ravine,11503
PORT LOUIS,Vallee Pitot 1,Alma Street from Bvd Victoria to dry watercourse,11504
PORT LOUIS,Vallee Pitot 1,Inkerman st from Blvd victoria up to Chalets,11504
PORT LOUIS,Vallee Pitot 1,Italy,11504
PORT LOUIS,Vallee Pitot 1,Iqbal Street,11504
PORT LOUIS,Vallee Pitot 1,Lawry Cole Street,11504
PORT LOUIS,Vallee Pitot 1,Malakoff  from Bonaparte to dry river,11504
PORT LOUIS,Vallee Pitot 1,Poland,11504
PORT LOUIS,Vallee Pitot 1,Rajkumar Gajadhur,11504
PORT LOUIS,Vallee Pitot 1,Chalets,11504
PORT LOUIS,Vallee Pitot 1,Cornet,11504
PORT LOUIS,Vallee Pitot 1,Hungarian,11504
PORT LOUIS,Vallee Pitot 1,Peltes Street,11504
PORT LOUIS,Vallee Pitot 1,Sunny Razvi street,11504
PORT LOUIS,Vallee Pitot 1,Varsovie,11504
PORT LOUIS,Vallee Pitot 1,Crimea up to Ruisseau_,11504
PORT LOUIS,Vallee Pitot 1,Hongrois street up to Ruisseau,11504
PORT LOUIS,Vallee Pitot 1,Comets street,11504
PORT LOUIS,Vallee Pitot 1,Galdemar,11504
PORT LOUIS,Vallee Pitot 1,Iqbql street,11504
PORT LOUIS,Vallee Pitot 1,Sauzier,11504
PORT LOUIS,Vallee Pitot 2,Beau Jardinier Street,11505
PORT LOUIS,Vallee Pitot 2,Blvd Hugon from Blvd Victoria up to mountain,11505
PORT LOUIS,Vallee Pitot 2,Blvd Pitot from Blvd Victoria up to mountain,11505
PORT LOUIS,Vallee Pitot 2,Edward St,11505
PORT LOUIS,Vallee Pitot 2,Kissoondary Lane,11505
PORT LOUIS,Vallee Pitot 2,Malakoff st from dry Ruisseau up to canal Englais,11505
PORT LOUIS,Vallee Pitot 2,Mamelon Vert,11505
PORT LOUIS,Vallee Pitot 2,Palmyre St,11505
PORT LOUIS,Vallee Pitot 2,Sunny Hill Lane,11505
PORT LOUIS,Vallee Pitot 2,Carpenter Lane,11505
PORT LOUIS,Vallee Pitot 3,Brancion,11506
PORT LOUIS,Vallee Pitot 3,Imp_ Orient,11506
PORT LOUIS,Vallee Pitot 3,Orient St,11506
PORT LOUIS,Vallee Pitot 3,Tagore Ave,11506
PORT LOUIS,Camp Yoloff,Coringa,11601
PORT LOUIS,Camp Yoloff,Daureawoo,11601
PORT LOUIS,Camp Yoloff,Gelle,11601
PORT LOUIS,Camp Yoloff,Imp_ Macao,11601
PORT LOUIS,Camp Yoloff,Indians,11601
PORT LOUIS,Camp Yoloff,J_Tranquille,11601
PORT LOUIS,Camp Yoloff,Kleber,11601
PORT LOUIS,Camp Yoloff,Latanier,11601
PORT LOUIS,Camp Yoloff,Macao Street,11601
PORT LOUIS,Camp Yoloff,Magon St from Noor E Islam St to Mariamen Temple Street,11601
PORT LOUIS,Camp Yoloff,Malacca,11601
PORT LOUIS,Camp Yoloff,Military Rd,11601
PORT LOUIS,Camp Yoloff,Military Street from Round About to Noor_E_Islam,11601
PORT LOUIS,Camp Yoloff,Noor E Islam Mosque St Western Side From Magon St_ Nicolay Power Station,11601
PORT LOUIS,Camp Yoloff,Rene Maigrot,11601
PORT LOUIS,Camp Yoloff,Rochecouste,11601
PORT LOUIS,Camp Yoloff,Rohan,11601
PORT LOUIS,Camp Yoloff,Rozan,11601
PORT LOUIS,Camp Yoloff,Samuel Fouquereaux,11601
PORT LOUIS,Camp Yoloff,Sirdar,11601
PORT LOUIS,China Town,David St up to Sun Yat Sen Street,11602
PORT LOUIS,China Town,Dr Edwards Laurent Street,11602
PORT LOUIS,China Town,Emmanuel Anquetil Street,11602
PORT LOUIS,China Town,Farquhar St up to Corderie Street,11602
PORT LOUIS,China Town,Joseph Riviere Street,11602
PORT LOUIS,China Town,Jummah Mosque Street,11602
PORT LOUIS,China Town,Leoville L`Homme St up to Corderie Street,11602
PORT LOUIS,China Town,Louis Pasteur Street,11602
PORT LOUIS,China Town,Northern Side of Corderie Street,11602
PORT LOUIS,China Town,Queen St up to Corderie Street,11602
PORT LOUIS,China Town,R_Ollier St up to Corderie Street,11602
PORT LOUIS,China Town,Royal St up to Corderie Street,11602
PORT LOUIS,Cite Roche Bois,F_Victor Street,11603
PORT LOUIS,Cite Roche Bois,J_Serret Street,11603
PORT LOUIS,Cite Roche Bois,C_Jeewanjee Street,11603
PORT LOUIS,Cite Roche Bois,Denise Hall,11603
PORT LOUIS,Cite Roche Bois,Desperoux Street,11603
PORT LOUIS,Cite Roche Bois,Dr H_A Wheldone Street,11603
PORT LOUIS,Cite Roche Bois,G_Gillet Street,11603
PORT LOUIS,Cite Roche Bois,J_Vigoureux Street,11603
PORT LOUIS,Cite Roche Bois,L_Michel Street,11603
PORT LOUIS,Cite Roche Bois,M_Gueho Street,11603
PORT LOUIS,Cite Roche Bois,N_C Hing Street,11603
PORT LOUIS,Cite Roche Bois,P_A Wiehe Street,11603
PORT LOUIS,Cite Roche Bois,Robert Surcouf Street,11603
PORT LOUIS,Cite Roche Bois,S_Ahnee Street,11603
PORT LOUIS,Cite Roche Bois,V_Larche Street,11603
PORT LOUIS,Cite Roche Bois,Wade Street,11603
PORT LOUIS,Customs House,Mer Rouge,11604
PORT LOUIS,Font George,Mer Rouge,11605
PORT LOUIS,Hospice Montfort,Nicolay Road,11606
PORT LOUIS,Mauritius Freeport Authority,Mer Rouge,11607
PORT LOUIS,MCFI,Mer Rouge,11608
PORT LOUIS,Mer Rouge,,11609
PORT LOUIS,Moulin De La Concorde,Quay D,11610
PORT LOUIS,Plaine Verte 3,A_R Mohamed St _ Western Side  from Magon St to Ambroisine St,11611
PORT LOUIS,Plaine Verte 3,Abbe De Rouledes Street,11611
PORT LOUIS,Plaine Verte 3,Ambroisine Street,11611
PORT LOUIS,Plaine Verte 3,Avis Lane,11611
PORT LOUIS,Plaine Verte 3,B_Dassagne Street,11611
PORT LOUIS,Plaine Verte 3,Benares St from St Francois St to A_R Mohamed Street,11611
PORT LOUIS,Plaine Verte 3,Bombay Street,11611
PORT LOUIS,Plaine Verte 3,Calcutta St from St Francois Xavier St to A_R Mohamed Street,11611
PORT LOUIS,Plaine Verte 3,Canal Street,11611
PORT LOUIS,Plaine Verte 3,Cite Laval Street,11611
PORT LOUIS,Plaine Verte 3,Delhi Street,11611
PORT LOUIS,Plaine Verte 3,Duponsel Street,11611
PORT LOUIS,Plaine Verte 3,Eastern Side of St Francois Xavier St from Magon St to Military Street,11611
PORT LOUIS,Plaine Verte 3,Hyderabad Street,11611
PORT LOUIS,Plaine Verte 3,James Forester Street,11611
PORT LOUIS,Plaine Verte 3,Jardin Despaux Street,11611
PORT LOUIS,Plaine Verte 3,Leopold BOUR Street,11611
PORT LOUIS,Plaine Verte 3,Louis Victor Ducasse Street,11611
PORT LOUIS,Plaine Verte 3,Madras St from St Francois Xavier St to A_R Mohamed Street,11611
PORT LOUIS,Plaine Verte 3,Magon St from St Francois Xavier St to A_R Mohamed Street,11611
PORT LOUIS,Plaine Verte 3,Marceline Street,11611
PORT LOUIS,Plaine Verte 3,Maurice Poupard Street,11611
PORT LOUIS,Plaine Verte 3,Military Rd _ Southern Part  from Peer Jamal Shah St to Francois Xavier Street,11611
PORT LOUIS,Plaine Verte 3,Perimbe St from St Francois Xavier to Ambroise Street,11611
PORT LOUIS,Plaine Verte 3,Reserve Canal Bathurst,11611
PORT LOUIS,Plaine Verte 3,St Pierre Street,11611
PORT LOUIS,Plaine Verte 3,Western side of peer Jamal Shah Street_Pamplemousses Rd ,11611
PORT LOUIS,Plaine Verte 4,Aleppo St from Noor_E_Islam St to Little Bridge,11612
PORT LOUIS,Plaine Verte 4,Benares St from St Francois Xavier  to Maharatta,11612
PORT LOUIS,Plaine Verte 4,Bombay St from St Francois Xavier St to Leonce L`Oiseau Street,11612
PORT LOUIS,Plaine Verte 4,Borneo Street,11612
PORT LOUIS,Plaine Verte 4,Calcutta St From St Francois Xavier St to Little Bridge,11612
PORT LOUIS,Plaine Verte 4,Calicut St  from Noor_E_Islam St to Maharatta Street,11612
PORT LOUIS,Plaine Verte 4,Eastern Side od Noor_E_Islam Street,11612
PORT LOUIS,Plaine Verte 4,Goa Street,11612
PORT LOUIS,Plaine Verte 4,Ignapatnam,11612
PORT LOUIS,Plaine Verte 4,Java Street,11612
PORT LOUIS,Plaine Verte 4,Leonce L`Oiseau Street,11612
PORT LOUIS,Plaine Verte 4,Louis Xavier Street,11612
PORT LOUIS,Plaine Verte 4,Madras St from St Francois Xavier to Little Bridge,11612
PORT LOUIS,Plaine Verte 4,Madura Street,11612
PORT LOUIS,Plaine Verte 4,Magon St from Noor_E_Islam_ St Frnacois Xavier Street,11612
PORT LOUIS,Plaine Verte 4,Maharata Street,11612
PORT LOUIS,Plaine Verte 4,Military Road from St Francois Xavier St to Noor_E_Islam,11612
PORT LOUIS,Plaine Verte 4,Paliaca St from Noor_E_Islam St to Maharatta,11612
PORT LOUIS,Plaine Verte 4,Penang Street,11612
PORT LOUIS,Plaine Verte 4,Perimbe St from St Francois Xavier to Noor_E_Islam Street,11612
PORT LOUIS,Plaine Verte 4,Serang Street,11612
PORT LOUIS,Plaine Verte 4,Soumantra Street,11612
PORT LOUIS,Plaine Verte 4,Velore St from St Francois Xavier St to Noor_E_Islam Street,11612
PORT LOUIS,Plaine Verte 4,Western Side of St Francois Xavier Street,11612
PORT LOUIS,Renganaden Seeneevassen,Ellacin Street _ Ex Barbeau St  From S_S_ Ramgoolam St Trunk Road_,11613
PORT LOUIS,Renganaden Seeneevassen,Farquahar Street,11613
PORT LOUIS,Renganaden Seeneevassen,Guai Street,11613
PORT LOUIS,Renganaden Seeneevassen,Mariamen Temple  Street,11613
PORT LOUIS,Renganaden Seeneevassen,Queen St from Sun Yat Sen St to Sir Edgar Laurent Street,11613
PORT LOUIS,Renganaden Seeneevassen,Remy Ollier St from Sun Yat Sen St to Sir Edgar Laurent Street,11613
PORT LOUIS,Renganaden Seeneevassen,Royal St from Sun Yat Sen St to Edgar Laurent Street,11613
PORT LOUIS,Renganaden Seeneevassen,S_S_Ramgoolam St from Sun Yat Sen St to Sir Edgar Laurent Street,11613
PORT LOUIS,Renganaden Seeneevassen,Sir Edgar Laurent St from SSR St to Mariamen Temple Street,11613
PORT LOUIS,Renganaden Seeneevassen,Sun Yat Sen St from SSR St Trunk Road,11613
PORT LOUIS,Roche Bois  1,Abattoir Rd from Trunk Rd to Baie Du Tombeau Rd,11614
PORT LOUIS,Roche Bois  1,Arrignet Street,11614
PORT LOUIS,Roche Bois  1,Baie Du Tombeau Rd From Round About to Pont Bruniquel _,11614
PORT LOUIS,Roche Bois  1,Balisage Street,11614
PORT LOUIS,Roche Bois  1,C Suzor Street,11614
PORT LOUIS,Roche Bois  1,Cemetry Rd,11614
PORT LOUIS,Roche Bois  1,De Candray,11614
PORT LOUIS,Roche Bois  1,Debonchor Rd from Abattoir Road to Desperoux St,11614
PORT LOUIS,Roche Bois  1,Elysee Street,11614
PORT LOUIS,Roche Bois  1,J_Serret Street,11614
PORT LOUIS,Roche Bois  1,Juliet E_ August Street,11614
PORT LOUIS,Roche Bois  1,Latanier River From Trunk Road to the sea,11614
PORT LOUIS,Roche Bois  1,National Rd,11614
PORT LOUIS,Roche Bois  1,Souchon Street,11614
PORT LOUIS,Roche Bois  1,Terre Rouge River from Trunk Road to the sea,11614
PORT LOUIS,Roche Bois  1,Trunk Road Western Side from Latanier River to Ruisseau Terre Rouge,11614
PORT LOUIS,Roche Bois  1,Victor Albert Street,11614
PORT LOUIS,Roche Bois  1,Vaudagne Steet,11614
PORT LOUIS,Quay D,,11615
PORT LOUIS,Briquetterie,Abercrombie Avenue,11701
PORT LOUIS,Briquetterie,Abercrombie CHA,11701
PORT LOUIS,Briquetterie,Bois Doree Street,11701
PORT LOUIS,Briquetterie,Bois Savon Street,11701
PORT LOUIS,Briquetterie,Boisee Street,11701
PORT LOUIS,Briquetterie,Brandon Street,11701
PORT LOUIS,Briquetterie,Briquetterie CHA,11701
PORT LOUIS,Briquetterie,Briquetterie Street,11701
PORT LOUIS,Briquetterie,Corson Street,11701
PORT LOUIS,Briquetterie,Dauguet Street,11701
PORT LOUIS,Briquetterie,Dr_ Maurice Cure Street,11701
PORT LOUIS,Briquetterie,Eagle Street,11701
PORT LOUIS,Briquetterie,Eastern Side of Mohameddan Cemetry Road from Mariamen Temple Road,11701
PORT LOUIS,Briquetterie,Fregate Street,11701
PORT LOUIS,Briquetterie,La Perle Street,11701
PORT LOUIS,Briquetterie,Lavocaire Street,11701
PORT LOUIS,Briquetterie,Mariamen Temple Street Nothern Side from Mohamedan Cemetry to Round Ab,11701
PORT LOUIS,Briquetterie,Paul Street,11701
PORT LOUIS,Briquetterie,Port Louis Terre Rouge Road from Round About to Riviere Terre Rouge,11701
PORT LOUIS,Briquetterie,Raphael Street,11701
PORT LOUIS,Briquetterie,Rodrigues Street,11701
PORT LOUIS,Briquetterie,St Pierre Street,11701
PORT LOUIS,Briquetterie,Veronce Street,11701
PORT LOUIS,Paul Toureau Region,Canal Anglais up to Nicolay Road,11702
PORT LOUIS,Paul Toureau Region,Citrus Street,11702
PORT LOUIS,Paul Toureau Region,Latanier River upto Nocolay Road,11702
PORT LOUIS,Paul Toureau Region,Mandarin Street,11702
PORT LOUIS,Paul Toureau Region,Pamplemousses Road from Canal Anglais to Ruisseau Latanier Western Side,11702
PORT LOUIS,Paul Toureau Region,Paul Toureau Street,11702
PORT LOUIS,Roche Bois 2,Abattoir Road from Latanier River to Trunk Road,11703
PORT LOUIS,Roche Bois 2,Adelaide Street,11703
PORT LOUIS,Roche Bois 2,Alfred Bernard Street,11703
PORT LOUIS,Roche Bois 2,Balisage Road from Trunk Road to Batterie Casse Street,11703
PORT LOUIS,Roche Bois 2,Barry Street,11703
PORT LOUIS,Roche Bois 2,Batterie Cass̩ CHA,11703
PORT LOUIS,Roche Bois 2,Baxipea Street,11703
PORT LOUIS,Roche Bois 2,Benitier Street,11703
PORT LOUIS,Roche Bois 2,Blanche Street,11703
PORT LOUIS,Roche Bois 2,Blue Marlin Street,11703
PORT LOUIS,Roche Bois 2,Bonnefin Street,11703
PORT LOUIS,Roche Bois 2,Chapelle Street,11703
PORT LOUIS,Roche Bois 2,Cocoterie Road,11703
PORT LOUIS,Roche Bois 2,Constance Street,11703
PORT LOUIS,Roche Bois 2,Desboucher Street from Meenatchee Amen to Trunk Road,11703
PORT LOUIS,Roche Bois 2,Descarrieres Street,11703
PORT LOUIS,Roche Bois 2,Despierres Street,11703
PORT LOUIS,Roche Bois 2,Desroses Street,11703
PORT LOUIS,Roche Bois 2,Dupont Street,11703
PORT LOUIS,Roche Bois 2,Eastern Side of Mohameddan Cemetery from Mariamen Temple to Ruisseau Te,11703
PORT LOUIS,Roche Bois 2,Flamboyant Street,11703
PORT LOUIS,Roche Bois 2,Fortune Street,11703
PORT LOUIS,Roche Bois 2,Guillot Street,11703
PORT LOUIS,Roche Bois 2,Hon_ Felix Barbe Street,11703
PORT LOUIS,Roche Bois 2,Impasse Cimetiere,11703
PORT LOUIS,Roche Bois 2,Impasse Cocoterie,11703
PORT LOUIS,Roche Bois 2,John Brodie Street,11703
PORT LOUIS,Roche Bois 2,Julius Bonchera Street,11703
PORT LOUIS,Roche Bois 2,Kamaya Street,11703
PORT LOUIS,Roche Bois 2,Koenig Street,11703
PORT LOUIS,Roche Bois 2,Latanier River from Nicolay Road to Trunk Road,11703
PORT LOUIS,Roche Bois 2,Latanier Street,11703
PORT LOUIS,Roche Bois 2,Lavaud Street,11703
PORT LOUIS,Roche Bois 2,Leonce Allas Street,11703
PORT LOUIS,Roche Bois 2,Lesur Street,11703
PORT LOUIS,Roche Bois 2,Lobster Street,11703
PORT LOUIS,Roche Bois 2,Mariamen Temple Road,11703
PORT LOUIS,Roche Bois 2,Maurice Street,11703
PORT LOUIS,Roche Bois 2,Octopus Street,11703
PORT LOUIS,Roche Bois 2,Palmier Street,11703
PORT LOUIS,Roche Bois 2,Pamma Street,11703
PORT LOUIS,Roche Bois 2,Pellegrin Street _1,11703
PORT LOUIS,Roche Bois 2,Pellegrin Street _2,11703
PORT LOUIS,Roche Bois 2,Pipou Street,11703
PORT LOUIS,Roche Bois 2,Reverand Robert Giraud Street,11703
PORT LOUIS,Roche Bois 2,Roche Terre Street,11703
PORT LOUIS,Roche Bois 2,Ruisseau Terre Rouge from Trunk Road to Mohameddan Cemetry,11703
PORT LOUIS,Roche Bois 2,Shand Street,11703
PORT LOUIS,Roche Bois 2,St Famille Street,11703
PORT LOUIS,Roche Bois 2,St Martin Street,11703
PORT LOUIS,Roche Bois 2,Talipot Street,11703
PORT LOUIS,Roche Bois 2,Tamarind Street,11703
PORT LOUIS,Roche Bois 2,Trunk Road Eastern Side from latanier River to Ruisseau Terre Rouge,11703
PORT LOUIS,Roche Bois 2,Whales Street,11703
PORT LOUIS,St Croix 1,Capitaine Street,11704
PORT LOUIS,St Croix 1,Dagorne Street,11704
PORT LOUIS,St Croix 1,Ducray Street,11704
PORT LOUIS,St Croix 1,Impasse Nicolay,11704
PORT LOUIS,St Croix 1,Latanier Lane,11704
PORT LOUIS,St Croix 1,Latanier River from Route des Palplemousses to Mariamen Temple,11704
PORT LOUIS,St Croix 1,Mariamen Temple _Southern part from Round About to Latanier River,11704
PORT LOUIS,St Croix 1,Pamplemousses Road from Latanier River to Round About,11704
PORT LOUIS,St Croix 1,Peros Banos Street,11704
PORT LOUIS,St Croix 1,Tromelin Street,11704
PORT LOUIS,St Croix 2,Avenue Pere Laval from Terre Rouge Road to Canal Bathurst,11705
PORT LOUIS,St Croix 2,Champ Ville Street,11705
PORT LOUIS,St Croix 2,Coteau Street,11705
PORT LOUIS,St Croix 2,Desrose Street,11705
PORT LOUIS,St Croix 2,Dr_ S_ Ramgoolam Street,11705
PORT LOUIS,St Croix 2,La Prairie Street,11705
PORT LOUIS,St Croix 2,Latanier River from Pamplemousses Street to off Pieton Pere Laval,11705
PORT LOUIS,St Croix 2,latanier Street,11705
PORT LOUIS,St Croix 2,Loiseau Street,11705
PORT LOUIS,St Croix 2,Pamplemousses Street _Eastern Side from latanier River to Ruisseau Terre Rouge,11705
PORT LOUIS,St Croix 2,Pieton Pere Laval Southern Part from Canal Bathurst Street to P_ Perelaval 2,11705
PORT LOUIS,St Croix 2,Sophie Street,11705
PORT LOUIS,St Croix 2,Terre Rouge River from Terre Rouge River to Impasse Canal,11705
PORT LOUIS,St Croix 2,The whole of Canal Bathurst,11705
PORT LOUIS,St Croix 2,W_ Sophie Street,11705
PORT LOUIS,St Croix 3,A_ Leung Pew Street,11706
PORT LOUIS,St Croix 3,Arpenteur Street,11706
PORT LOUIS,St Croix 3,B_ Brette Street,11706
PORT LOUIS,St Croix 3,Capucine Street,11706
PORT LOUIS,St Croix 3,CHA Mamzelle,11706
PORT LOUIS,St Croix 3,Higginson Street,11706
PORT LOUIS,St Croix 3,Isidore Bougnet Street,11706
PORT LOUIS,St Croix 3,Louis Bandot Street,11706
PORT LOUIS,St Croix 3,Mamzelle Street,11706
PORT LOUIS,St Croix 3,New St Marie Street,11706
PORT LOUIS,St Croix 3,Northern Side Pieton Pere Laval from St Croix Rd to Canal Bathurst,11706
PORT LOUIS,St Croix 3,Pere Laval Road from Canal Bathurst to Cavans,11706
PORT LOUIS,St Croix 3,St Croix Church,11706
PORT LOUIS,St Croix 3,St Croix Road,11706
PORT LOUIS,St Croix 3,St Marie Street from Canal Bathurst to St Croix Road,11706
PORT LOUIS,St Croix 3,Terre Rouge River,11706
PORT LOUIS,St Croix 3,The whole of Capitaine Pontre Street,11706
PORT LOUIS,St Croix 3,The whole of St Croix Road,11706
PORT LOUIS,St Croix 4,Bassin Road,11707
PORT LOUIS,St Croix 4,CHA Le Cornu,11707
PORT LOUIS,St Croix 4,Charles Beguinot Street,11707
PORT LOUIS,St Croix 4,Emile Basset Street,11707
PORT LOUIS,St Croix 4,Le Cornu Street,11707
PORT LOUIS,St Croix 4,Mamode Hossen Ellam Street,11707
PORT LOUIS,St Croix 4,Pieton Pere Laval 2,11707
PORT LOUIS,St Croix 4,Rev Pere Rivault Street,11707
PORT LOUIS,St Croix 4,Richard Miles Brown Street,11707
PORT LOUIS,St Croix 5,A_L Boulle Street,11708
PORT LOUIS,St Croix 5,Acajou Street _Star,11708
PORT LOUIS,St Croix 5,Bois de Natte Street,11708
PORT LOUIS,St Croix 5,Campeches Street,11708
PORT LOUIS,St Croix 5,Captain Pontre Lane,11708
PORT LOUIS,St Croix 5,Colophane Street,11708
PORT LOUIS,St Croix 5,Eastern Side of Mayflower,11708
PORT LOUIS,St Croix 5,Eucalyptus Street,11708
PORT LOUIS,St Croix 5,Gabriel Bouic Street,11708
PORT LOUIS,St Croix 5,Jamblon Street,11708
PORT LOUIS,St Croix 5,Naushad Street,11708
PORT LOUIS,St Croix 5,Palissandre Street,11708
PORT LOUIS,St Croix 5,Privette Street,11708
PORT LOUIS,St Croix 5,Quatre Epices Street,11708
PORT LOUIS,St Croix 5,St Marie Road North from St Croix Road to La Cure,11708
PORT LOUIS,St Croix 5,St Marie Street II,11708
PORT LOUIS,St Croix 5,Tatamaka Street,11708
PORT LOUIS,Carreau Lalo,Afique Lane,11801
PORT LOUIS,Carreau Lalo,Amasaki Lane,11801
PORT LOUIS,Carreau Lalo,Bernandin de St Pierre Street,11801
PORT LOUIS,Carreau Lalo,Capeyron Henri Andre Street,11801
PORT LOUIS,Carreau Lalo,Doomun lane,11801
PORT LOUIS,Carreau Lalo,F_H Decaille Street,11801
PORT LOUIS,Carreau Lalo,James Canonville Street,11801
PORT LOUIS,Carreau Lalo,Jules Chavin Street,11801
PORT LOUIS,Carreau Lalo,Jules Coup Street,11801
PORT LOUIS,Carreau Lalo,Kalimaye Lane,11801
PORT LOUIS,Carreau Lalo,Lima Lane,11801
PORT LOUIS,Carreau Lalo,Lome Lane,11801
PORT LOUIS,Carreau Lalo,Oslo Lane,11801
PORT LOUIS,Carreau Lalo,Ramsarran lane,11801
