pincode,state,countryCode
"=""233001""",UTTAR PRADESH,IN
"=""233002""",UTTAR PRADESH,IN
"=""233221""",UTTAR PRADESH,IN
"=""233222""",UTTAR PRADESH,IN
"=""233223""",UTTAR PRADESH,IN
"=""233224""",UTTAR PRADESH,IN
"=""233225""",UTTAR PRADESH,IN
"=""233226""",UTTAR PRADESH,IN
"=""233227""",UTTAR PRADESH,IN
"=""233228""",UTTAR PRADESH,IN
"=""233229""",UTTAR PRADESH,IN
"=""233230""",UTTAR PRADESH,IN
"=""233231""",UTTAR PRADESH,IN
"=""233232""",UTTAR PRADESH,IN
"=""233233""",UTTAR PRADESH,IN
"=""233234""",UTTAR PRADESH,IN
"=""233300""",UTTAR PRADESH,IN
"=""233301""",UTTAR PRADESH,IN
"=""233302""",UTTAR PRADESH,IN
"=""233303""",UTTAR PRADESH,IN
"=""233304""",UTTAR PRADESH,IN
"=""233305""",UTTAR PRADESH,IN
"=""233306""",UTTAR PRADESH,IN
"=""233307""",UTTAR PRADESH,IN
"=""233310""",UTTAR PRADESH,IN
"=""233311""",UTTAR PRADESH,IN
"=""241001""",UTTAR PRADESH,IN
"=""241121""",UTTAR PRADESH,IN
"=""241122""",UTTAR PRADESH,IN
"=""241123""",UTTAR PRADESH,IN
"=""241124""",UTTAR PRADESH,IN
"=""241125""",UTTAR PRADESH,IN
"=""241126""",UTTAR PRADESH,IN
"=""241127""",UTTAR PRADESH,IN
"=""241201""",UTTAR PRADESH,IN
"=""241202""",UTTAR PRADESH,IN
"=""241203""",UTTAR PRADESH,IN
"=""241204""",UTTAR PRADESH,IN
"=""241301""",UTTAR PRADESH,IN
"=""241302""",UTTAR PRADESH,IN
"=""241303""",UTTAR PRADESH,IN
"=""241304""",UTTAR PRADESH,IN
"=""241305""",UTTAR PRADESH,IN
"=""241401""",UTTAR PRADESH,IN
"=""241402""",UTTAR PRADESH,IN
"=""241403""",UTTAR PRADESH,IN
"=""241404""",UTTAR PRADESH,IN
"=""241405""",UTTAR PRADESH,IN
"=""241406""",UTTAR PRADESH,IN
"=""241407""",UTTAR PRADESH,IN
"=""242001""",UTTAR PRADESH,IN
"=""242021""",UTTAR PRADESH,IN
"=""242042""",UTTAR PRADESH,IN
"=""242127""",UTTAR PRADESH,IN
"=""242220""",UTTAR PRADESH,IN
"=""242221""",UTTAR PRADESH,IN
"=""242223""",UTTAR PRADESH,IN
"=""242226""",UTTAR PRADESH,IN
"=""242301""",UTTAR PRADESH,IN
"=""242303""",UTTAR PRADESH,IN
"=""242305""",UTTAR PRADESH,IN
"=""242306""",UTTAR PRADESH,IN
"=""242307""",UTTAR PRADESH,IN
"=""242401""",UTTAR PRADESH,IN
"=""242405""",UTTAR PRADESH,IN
"=""242406""",UTTAR PRADESH,IN
"=""242407""",UTTAR PRADESH,IN
"=""243001""",UTTAR PRADESH,IN
"=""243002""",UTTAR PRADESH,IN
"=""243003""",UTTAR PRADESH,IN
"=""243004""",UTTAR PRADESH,IN
"=""243005""",UTTAR PRADESH,IN
"=""243006""",UTTAR PRADESH,IN
"=""243122""",UTTAR PRADESH,IN
"=""243123""",UTTAR PRADESH,IN
"=""243126""",UTTAR PRADESH,IN
"=""243201""",UTTAR PRADESH,IN
"=""243202""",UTTAR PRADESH,IN
"=""243203""",UTTAR PRADESH,IN
"=""243301""",UTTAR PRADESH,IN
"=""243302""",UTTAR PRADESH,IN
"=""243303""",UTTAR PRADESH,IN
"=""243401""",UTTAR PRADESH,IN
"=""243402""",UTTAR PRADESH,IN
"=""243403""",UTTAR PRADESH,IN
"=""243407""",UTTAR PRADESH,IN
"=""243501""",UTTAR PRADESH,IN
"=""243502""",UTTAR PRADESH,IN
"=""243503""",UTTAR PRADESH,IN
"=""243504""",UTTAR PRADESH,IN
"=""243505""",UTTAR PRADESH,IN
"=""243506""",UTTAR PRADESH,IN
"=""243601""",UTTAR PRADESH,IN
"=""243630""",UTTAR PRADESH,IN
"=""243631""",UTTAR PRADESH,IN
"=""243632""",UTTAR PRADESH,IN
"=""243633""",UTTAR PRADESH,IN
"=""243634""",UTTAR PRADESH,IN
"=""243635""",UTTAR PRADESH,IN
"=""243636""",UTTAR PRADESH,IN
"=""243637""",UTTAR PRADESH,IN
"=""243638""",UTTAR PRADESH,IN
"=""243639""",UTTAR PRADESH,IN
"=""243641""",UTTAR PRADESH,IN
"=""243720""",UTTAR PRADESH,IN
"=""243722""",UTTAR PRADESH,IN
"=""243723""",UTTAR PRADESH,IN
"=""243724""",UTTAR PRADESH,IN
"=""243725""",UTTAR PRADESH,IN
"=""243726""",UTTAR PRADESH,IN
"=""243727""",UTTAR PRADESH,IN
"=""243751""",UTTAR PRADESH,IN
"=""244001""",UTTAR PRADESH,IN
"=""244102""",UTTAR PRADESH,IN
"=""244103""",UTTAR PRADESH,IN
"=""244104""",UTTAR PRADESH,IN
"=""244105""",UTTAR PRADESH,IN
"=""244221""",UTTAR PRADESH,IN
"=""244222""",UTTAR PRADESH,IN
"=""244223""",UTTAR PRADESH,IN
"=""244225""",UTTAR PRADESH,IN
"=""244231""",UTTAR PRADESH,IN
"=""244235""",UTTAR PRADESH,IN
"=""244236""",UTTAR PRADESH,IN
"=""244241""",UTTAR PRADESH,IN
"=""244242""",UTTAR PRADESH,IN
"=""244245""",UTTAR PRADESH,IN
"=""244251""",UTTAR PRADESH,IN
"=""244255""",UTTAR PRADESH,IN
"=""244301""",UTTAR PRADESH,IN
"=""244302""",UTTAR PRADESH,IN
"=""244303""",UTTAR PRADESH,IN
"=""244304""",UTTAR PRADESH,IN
"=""244401""",UTTAR PRADESH,IN
"=""244402""",UTTAR PRADESH,IN
"=""244410""",UTTAR PRADESH,IN
"=""244411""",UTTAR PRADESH,IN
"=""244412""",UTTAR PRADESH,IN
"=""244413""",UTTAR PRADESH,IN
"=""244414""",UTTAR PRADESH,IN
"=""244415""",UTTAR PRADESH,IN
"=""244501""",UTTAR PRADESH,IN
"=""244504""",UTTAR PRADESH,IN
"=""244601""",UTTAR PRADESH,IN
"=""244602""",UTTAR PRADESH,IN
"=""244701""",UTTAR PRADESH,IN
"=""244712""",UTTARAKHAND,IN
"=""244713""",UTTARAKHAND,IN
"=""244715""",UTTARAKHAND,IN
"=""244716""",UTTARAKHAND,IN
"=""244717""",UTTARAKHAND,IN
"=""244720""",UTTARAKHAND,IN
"=""244901""",UTTAR PRADESH,IN
"=""244921""",UTTAR PRADESH,IN
"=""244922""",UTTAR PRADESH,IN
"=""244923""",UTTAR PRADESH,IN
"=""244924""",UTTAR PRADESH,IN
"=""244925""",UTTAR PRADESH,IN
"=""244926""",UTTAR PRADESH,IN
"=""244927""",UTTAR PRADESH,IN
"=""244928""",UTTAR PRADESH,IN
"=""245101""",UTTAR PRADESH,IN
"=""245201""",UTTAR PRADESH,IN
"=""245205""",UTTAR PRADESH,IN
"=""245206""",UTTAR PRADESH,IN
"=""245207""",UTTAR PRADESH,IN
"=""245208""",UTTAR PRADESH,IN
"=""245301""",UTTAR PRADESH,IN
"=""245304""",UTTAR PRADESH,IN
"=""246001""",UTTARAKHAND,IN
"=""246113""",UTTARAKHAND,IN
"=""246121""",UTTARAKHAND,IN
"=""246123""",UTTARAKHAND,IN
"=""246124""",UTTARAKHAND,IN
"=""246125""",UTTARAKHAND,IN
"=""246127""",UTTARAKHAND,IN
"=""246128""",UTTARAKHAND,IN
"=""246129""",UTTARAKHAND,IN
"=""246130""",UTTARAKHAND,IN
"=""246131""",UTTARAKHAND,IN
"=""246141""",UTTARAKHAND,IN
"=""246142""",UTTARAKHAND,IN
"=""246144""",UTTARAKHAND,IN
"=""246146""",UTTARAKHAND,IN
"=""246147""",UTTARAKHAND,IN
"=""246148""",UTTARAKHAND,IN
"=""246149""",UTTARAKHAND,IN
"=""246150""",UTTARAKHAND,IN
"=""246155""",UTTARAKHAND,IN
"=""246159""",UTTARAKHAND,IN
"=""246161""",UTTARAKHAND,IN
"=""246162""",UTTARAKHAND,IN
"=""246163""",UTTARAKHAND,IN
"=""246164""",UTTARAKHAND,IN
"=""246165""",UTTARAKHAND,IN
"=""246166""",UTTARAKHAND,IN
"=""246167""",UTTARAKHAND,IN
"=""246169""",UTTARAKHAND,IN
"=""246171""",UTTARAKHAND,IN
"=""246172""",UTTARAKHAND,IN
"=""246173""",UTTARAKHAND,IN
"=""246174""",UTTARAKHAND,IN
"=""246175""",UTTARAKHAND,IN
"=""246176""",UTTARAKHAND,IN
"=""246177""",UTTARAKHAND,IN
"=""246178""",UTTARAKHAND,IN
"=""246179""",UTTARAKHAND,IN
"=""246193""",UTTARAKHAND,IN
"=""246194""",UTTARAKHAND,IN
"=""246275""",UTTARAKHAND,IN
"=""246276""",UTTARAKHAND,IN
"=""246277""",UTTARAKHAND,IN
"=""246278""",UTTARAKHAND,IN
"=""246279""",UTTARAKHAND,IN
"=""246285""",UTTARAKHAND,IN
"=""246401""",UTTARAKHAND,IN
"=""246419""",UTTARAKHAND,IN
"=""246421""",UTTARAKHAND,IN
"=""246422""",UTTARAKHAND,IN
"=""246424""",UTTARAKHAND,IN
"=""246425""",UTTARAKHAND,IN
"=""246426""",UTTARAKHAND,IN
"=""246427""",UTTARAKHAND,IN
"=""246428""",UTTARAKHAND,IN
"=""246429""",UTTARAKHAND,IN
"=""246431""",UTTARAKHAND,IN
"=""246435""",UTTARAKHAND,IN
"=""246439""",UTTARAKHAND,IN
"=""246440""",UTTARAKHAND,IN
"=""246441""",UTTARAKHAND,IN
"=""246442""",UTTARAKHAND,IN
"=""246443""",UTTARAKHAND,IN
"=""246444""",UTTARAKHAND,IN
"=""246445""",UTTARAKHAND,IN
"=""246446""",UTTARAKHAND,IN
"=""246448""",UTTARAKHAND,IN
"=""246449""",UTTARAKHAND,IN
"=""246453""",UTTARAKHAND,IN
"=""246455""",UTTARAKHAND,IN
"=""246469""",UTTARAKHAND,IN
"=""246471""",UTTARAKHAND,IN
"=""246472""",UTTARAKHAND,IN
"=""246473""",UTTARAKHAND,IN
"=""246474""",UTTARAKHAND,IN
"=""246475""",UTTARAKHAND,IN
"=""246481""",UTTARAKHAND,IN
"=""246482""",UTTARAKHAND,IN
"=""246483""",UTTARAKHAND,IN
"=""246486""",UTTARAKHAND,IN
"=""246487""",UTTARAKHAND,IN
"=""246488""",UTTARAKHAND,IN
"=""246495""",UTTARAKHAND,IN
"=""246701""",UTTAR PRADESH,IN
"=""246721""",UTTAR PRADESH,IN
"=""246722""",UTTAR PRADESH,IN
"=""246723""",UTTAR PRADESH,IN
"=""246724""",UTTAR PRADESH,IN
"=""246725""",UTTAR PRADESH,IN
"=""246726""",UTTAR PRADESH,IN
"=""246727""",UTTAR PRADESH,IN
"=""246728""",UTTAR PRADESH,IN
"=""246729""",UTTAR PRADESH,IN
"=""246731""",UTTAR PRADESH,IN
"=""246732""",UTTAR PRADESH,IN
"=""246733""",UTTAR PRADESH,IN
"=""246734""",UTTAR PRADESH,IN
"=""246735""",UTTAR PRADESH,IN
"=""246736""",UTTAR PRADESH,IN
"=""246737""",UTTAR PRADESH,IN
"=""246745""",UTTAR PRADESH,IN
"=""246746""",UTTAR PRADESH,IN
"=""246747""",UTTAR PRADESH,IN
"=""246749""",UTTAR PRADESH,IN
"=""246761""",UTTAR PRADESH,IN
"=""246762""",UTTAR PRADESH,IN
"=""246763""",UTTAR PRADESH,IN
"=""246764""",UTTAR PRADESH,IN
"=""247001""",UTTAR PRADESH,IN
"=""247002""",UTTAR PRADESH,IN
"=""247120""",UTTAR PRADESH,IN
"=""247121""",UTTAR PRADESH,IN
"=""247122""",UTTAR PRADESH,IN
"=""247129""",UTTAR PRADESH,IN
"=""247231""",UTTAR PRADESH,IN
"=""247232""",UTTAR PRADESH,IN
"=""247340""",UTTAR PRADESH,IN
"=""247341""",UTTAR PRADESH,IN
"=""247342""",UTTAR PRADESH,IN
"=""247343""",UTTAR PRADESH,IN
"=""247451""",UTTAR PRADESH,IN
"=""247452""",UTTAR PRADESH,IN
"=""247453""",UTTAR PRADESH,IN
"=""247551""",UTTAR PRADESH,IN
"=""247552""",UTTAR PRADESH,IN
"=""247554""",UTTAR PRADESH,IN
"=""247656""",UTTARAKHAND,IN
"=""247658""",UTTARAKHAND,IN
"=""247661""",UTTARAKHAND,IN
"=""247662""",UTTAR PRADESH,IN
"=""247663""",UTTARAKHAND,IN
"=""247664""",UTTARAKHAND,IN
"=""247665""",UTTARAKHAND,IN
"=""247666""",UTTARAKHAND,IN
"=""247667""",UTTARAKHAND,IN
"=""247668""",UTTARAKHAND,IN
"=""247669""",UTTAR PRADESH,IN
"=""247670""",UTTARAKHAND,IN
"=""247671""",UTTARAKHAND,IN
"=""247771""",UTTAR PRADESH,IN
"=""247772""",UTTAR PRADESH,IN
"=""247773""",UTTAR PRADESH,IN
"=""247774""",UTTAR PRADESH,IN
"=""247775""",UTTAR PRADESH,IN
"=""247776""",UTTAR PRADESH,IN
"=""247777""",UTTAR PRADESH,IN
"=""247778""",UTTAR PRADESH,IN
"=""248001""",UTTARAKHAND,IN
"=""248002""",UTTARAKHAND,IN
"=""248003""",UTTARAKHAND,IN
"=""248005""",UTTARAKHAND,IN
"=""248006""",UTTARAKHAND,IN
"=""248007""",UTTARAKHAND,IN
"=""248008""",UTTARAKHAND,IN
"=""248009""",UTTARAKHAND,IN
"=""248011""",UTTARAKHAND,IN
"=""248012""",UTTARAKHAND,IN
"=""248013""",UTTARAKHAND,IN
"=""248014""",UTTARAKHAND,IN
"=""248015""",UTTARAKHAND,IN
"=""248016""",UTTARAKHAND,IN
"=""248018""",UTTARAKHAND,IN
"=""248019""",UTTARAKHAND,IN
"=""248121""",UTTARAKHAND,IN
"=""248122""",UTTARAKHAND,IN
"=""248123""",UTTARAKHAND,IN
"=""248124""",UTTARAKHAND,IN
"=""248125""",UTTARAKHAND,IN
"=""248140""",UTTARAKHAND,IN
"=""248142""",UTTARAKHAND,IN
"=""248143""",UTTARAKHAND,IN
"=""248145""",UTTARAKHAND,IN
"=""248146""",UTTARAKHAND,IN
"=""248158""",UTTARAKHAND,IN
"=""248159""",UTTARAKHAND,IN
"=""248165""",UTTARAKHAND,IN
"=""248171""",UTTARAKHAND,IN
"=""248179""",UTTARAKHAND,IN
"=""248195""",UTTARAKHAND,IN
"=""248196""",UTTARAKHAND,IN
"=""248197""",UTTARAKHAND,IN
"=""248198""",UTTARAKHAND,IN
"=""248199""",UTTARAKHAND,IN
"=""249001""",UTTARAKHAND,IN
"=""249121""",UTTARAKHAND,IN
"=""249122""",UTTARAKHAND,IN
"=""249123""",UTTARAKHAND,IN
"=""249124""",UTTARAKHAND,IN
"=""249125""",UTTARAKHAND,IN
"=""249126""",UTTARAKHAND,IN
"=""249127""",UTTARAKHAND,IN
"=""249128""",UTTARAKHAND,IN
"=""249130""",UTTARAKHAND,IN
"=""249131""",UTTARAKHAND,IN
"=""249132""",UTTARAKHAND,IN
"=""249135""",UTTARAKHAND,IN
"=""249136""",UTTARAKHAND,IN
"=""249137""",UTTARAKHAND,IN
"=""249141""",UTTARAKHAND,IN
"=""249145""",UTTARAKHAND,IN
"=""249146""",UTTARAKHAND,IN
"=""249151""",UTTARAKHAND,IN
"=""249152""",UTTARAKHAND,IN
"=""249155""",UTTARAKHAND,IN
"=""249161""",UTTARAKHAND,IN
"=""249165""",UTTARAKHAND,IN
"=""249171""",UTTARAKHAND,IN
"=""249175""",UTTARAKHAND,IN
"=""249180""",UTTARAKHAND,IN
"=""249181""",UTTARAKHAND,IN
"=""249185""",UTTARAKHAND,IN
"=""249186""",UTTARAKHAND,IN
"=""249192""",UTTARAKHAND,IN
"=""249193""",UTTARAKHAND,IN
"=""249194""",UTTARAKHAND,IN
"=""249196""",UTTARAKHAND,IN
"=""249199""",UTTARAKHAND,IN
"=""249201""",UTTARAKHAND,IN
"=""249202""",UTTARAKHAND,IN
"=""249203""",UTTARAKHAND,IN
"=""249204""",UTTARAKHAND,IN
"=""249205""",UTTARAKHAND,IN
"=""249206""",UTTARAKHAND,IN
"=""249301""",UTTARAKHAND,IN
"=""249302""",UTTARAKHAND,IN
"=""249304""",UTTARAKHAND,IN
"=""249306""",UTTARAKHAND,IN
"=""249401""",UTTARAKHAND,IN
"=""249402""",UTTARAKHAND,IN
"=""249403""",UTTARAKHAND,IN
"=""249404""",UTTARAKHAND,IN
"=""249405""",UTTARAKHAND,IN
"=""249407""",UTTARAKHAND,IN
"=""249408""",UTTARAKHAND,IN
"=""249410""",UTTARAKHAND,IN
"=""249411""",UTTARAKHAND,IN
"=""249412""",UTTARAKHAND,IN
"=""250001""",UTTAR PRADESH,IN
"=""250002""",UTTAR PRADESH,IN
"=""250003""",UTTAR PRADESH,IN
"=""250004""",UTTAR PRADESH,IN
"=""250005""",UTTAR PRADESH,IN
"=""250101""",UTTAR PRADESH,IN
"=""250103""",UTTAR PRADESH,IN
"=""250104""",UTTAR PRADESH,IN
"=""250106""",UTTAR PRADESH,IN
"=""250110""",UTTAR PRADESH,IN
"=""250205""",UTTAR PRADESH,IN
"=""250221""",UTTAR PRADESH,IN
"=""250222""",UTTAR PRADESH,IN
"=""250223""",UTTAR PRADESH,IN
"=""250341""",UTTAR PRADESH,IN
"=""250342""",UTTAR PRADESH,IN
"=""250344""",UTTAR PRADESH,IN
"=""250345""",UTTAR PRADESH,IN
"=""250401""",UTTAR PRADESH,IN
"=""250402""",UTTAR PRADESH,IN
"=""250404""",UTTAR PRADESH,IN
"=""250406""",UTTAR PRADESH,IN
"=""250501""",UTTAR PRADESH,IN
"=""250502""",UTTAR PRADESH,IN
"=""250601""",UTTAR PRADESH,IN
"=""250606""",UTTAR PRADESH,IN
"=""250609""",UTTAR PRADESH,IN
"=""250611""",UTTAR PRADESH,IN
"=""250615""",UTTAR PRADESH,IN
"=""250617""",UTTAR PRADESH,IN
"=""250619""",UTTAR PRADESH,IN
"=""250620""",UTTAR PRADESH,IN
"=""250621""",UTTAR PRADESH,IN
"=""250622""",UTTAR PRADESH,IN
"=""250623""",UTTAR PRADESH,IN
"=""250625""",UTTAR PRADESH,IN
"=""250626""",UTTAR PRADESH,IN
"=""251001""",UTTAR PRADESH,IN
"=""251002""",UTTAR PRADESH,IN
"=""251003""",UTTAR PRADESH,IN
"=""251201""",UTTAR PRADESH,IN
"=""251202""",UTTAR PRADESH,IN
"=""251203""",UTTAR PRADESH,IN
"=""251301""",UTTAR PRADESH,IN
"=""251305""",UTTAR PRADESH,IN
"=""251306""",UTTAR PRADESH,IN
"=""251307""",UTTAR PRADESH,IN
"=""251308""",UTTAR PRADESH,IN
"=""251309""",UTTAR PRADESH,IN
"=""251310""",UTTAR PRADESH,IN
"=""251311""",UTTAR PRADESH,IN
"=""251314""",UTTAR PRADESH,IN
"=""251315""",UTTAR PRADESH,IN
"=""251316""",UTTAR PRADESH,IN
"=""251318""",UTTAR PRADESH,IN
"=""251319""",UTTAR PRADESH,IN
"=""251320""",UTTAR PRADESH,IN
"=""251327""",UTTAR PRADESH,IN
"=""261001""",UTTAR PRADESH,IN
"=""261121""",UTTAR PRADESH,IN
"=""261125""",UTTAR PRADESH,IN
"=""261131""",UTTAR PRADESH,IN
"=""261135""",UTTAR PRADESH,IN
"=""261136""",UTTAR PRADESH,IN
"=""261141""",UTTAR PRADESH,IN
"=""261145""",UTTAR PRADESH,IN
"=""261151""",UTTAR PRADESH,IN
"=""261201""",UTTAR PRADESH,IN
"=""261202""",UTTAR PRADESH,IN
"=""261203""",UTTAR PRADESH,IN
"=""261204""",UTTAR PRADESH,IN
"=""261205""",UTTAR PRADESH,IN
"=""261206""",UTTAR PRADESH,IN
"=""261207""",UTTAR PRADESH,IN
"=""261208""",UTTAR PRADESH,IN
"=""261301""",UTTAR PRADESH,IN
"=""261302""",UTTAR PRADESH,IN
"=""261303""",UTTAR PRADESH,IN
"=""261304""",UTTAR PRADESH,IN
"=""261401""",UTTAR PRADESH,IN
"=""261402""",UTTAR PRADESH,IN
"=""261403""",UTTAR PRADESH,IN
"=""261404""",UTTAR PRADESH,IN
"=""261405""",UTTAR PRADESH,IN
"=""261501""",UTTAR PRADESH,IN
"=""261502""",UTTAR PRADESH,IN
"=""261505""",UTTAR PRADESH,IN
"=""261506""",UTTAR PRADESH,IN
"=""262001""",UTTAR PRADESH,IN
"=""262121""",UTTAR PRADESH,IN
"=""262122""",UTTAR PRADESH,IN
"=""262123""",UTTAR PRADESH,IN
"=""262124""",UTTAR PRADESH,IN
"=""262201""",UTTAR PRADESH,IN
"=""262202""",UTTAR PRADESH,IN
"=""262203""",UTTAR PRADESH,IN
"=""262302""",UTTAR PRADESH,IN
"=""262305""",UTTAR PRADESH,IN
"=""262308""",UTTARAKHAND,IN
"=""262309""",UTTARAKHAND,IN
"=""262310""",UTTARAKHAND,IN
"=""262311""",UTTARAKHAND,IN
"=""262401""",UTTARAKHAND,IN
"=""262402""",UTTARAKHAND,IN
"=""262405""",UTTARAKHAND,IN
"=""262406""",UTTAR PRADESH,IN
"=""262501""",UTTARAKHAND,IN
"=""262502""",UTTARAKHAND,IN
"=""262520""",UTTARAKHAND,IN
"=""262521""",UTTARAKHAND,IN
"=""262522""",UTTARAKHAND,IN
"=""262523""",UTTARAKHAND,IN
"=""262524""",UTTARAKHAND,IN
"=""262525""",UTTARAKHAND,IN
"=""262526""",UTTARAKHAND,IN
"=""262527""",UTTARAKHAND,IN
"=""262528""",UTTARAKHAND,IN
"=""262529""",UTTARAKHAND,IN
"=""262530""",UTTARAKHAND,IN
"=""262531""",UTTARAKHAND,IN
"=""262532""",UTTARAKHAND,IN
"=""262533""",UTTARAKHAND,IN
"=""262534""",UTTARAKHAND,IN
"=""262540""",UTTARAKHAND,IN
"=""262541""",UTTARAKHAND,IN
"=""262542""",UTTARAKHAND,IN
"=""262543""",UTTARAKHAND,IN
"=""262544""",UTTARAKHAND,IN
"=""262545""",UTTARAKHAND,IN
"=""262546""",UTTARAKHAND,IN
"=""262547""",UTTARAKHAND,IN
"=""262550""",UTTARAKHAND,IN
"=""262551""",UTTARAKHAND,IN
"=""262552""",UTTARAKHAND,IN
"=""262553""",UTTARAKHAND,IN
"=""262554""",UTTARAKHAND,IN
"=""262555""",UTTARAKHAND,IN
"=""262561""",UTTARAKHAND,IN
"=""262572""",UTTARAKHAND,IN
"=""262576""",UTTARAKHAND,IN
"=""262580""",UTTARAKHAND,IN
"=""262701""",UTTAR PRADESH,IN
"=""262702""",UTTAR PRADESH,IN
"=""262721""",UTTAR PRADESH,IN
"=""262722""",UTTAR PRADESH,IN
"=""262723""",UTTAR PRADESH,IN
"=""262724""",UTTAR PRADESH,IN
"=""262725""",UTTAR PRADESH,IN
"=""262726""",UTTAR PRADESH,IN
"=""262727""",UTTAR PRADESH,IN
"=""262728""",UTTAR PRADESH,IN
"=""262801""",UTTAR PRADESH,IN
"=""262802""",UTTAR PRADESH,IN
"=""262803""",UTTAR PRADESH,IN
"=""262804""",UTTAR PRADESH,IN
"=""262805""",UTTAR PRADESH,IN
"=""262901""",UTTAR PRADESH,IN
"=""262902""",UTTAR PRADESH,IN
"=""262903""",UTTAR PRADESH,IN
"=""262904""",UTTAR PRADESH,IN
"=""262905""",UTTAR PRADESH,IN
"=""262906""",UTTAR PRADESH,IN
"=""262907""",UTTAR PRADESH,IN
"=""262908""",UTTAR PRADESH,IN
"=""263001""",UTTARAKHAND,IN
"=""263126""",UTTARAKHAND,IN
"=""263127""",UTTARAKHAND,IN
"=""263128""",UTTARAKHAND,IN
"=""263132""",UTTARAKHAND,IN
"=""263134""",UTTARAKHAND,IN
"=""263135""",UTTARAKHAND,IN
"=""263136""",UTTARAKHAND,IN
"=""263137""",UTTARAKHAND,IN
"=""263138""",UTTARAKHAND,IN
"=""263139""",UTTARAKHAND,IN
"=""263140""",UTTARAKHAND,IN
"=""263141""",UTTARAKHAND,IN
"=""263142""",UTTARAKHAND,IN
"=""263145""",UTTARAKHAND,IN
"=""263148""",UTTARAKHAND,IN
"=""263149""",UTTARAKHAND,IN
"=""263150""",UTTARAKHAND,IN
"=""263151""",UTTARAKHAND,IN
"=""263152""",UTTARAKHAND,IN
"=""263153""",UTTARAKHAND,IN
"=""263156""",UTTARAKHAND,IN
"=""263157""",UTTARAKHAND,IN
"=""263158""",UTTARAKHAND,IN
"=""263159""",UTTARAKHAND,IN
"=""263160""",UTTARAKHAND,IN
"=""263601""",UTTARAKHAND,IN
"=""263619""",UTTARAKHAND,IN
"=""263620""",UTTARAKHAND,IN
"=""263621""",UTTARAKHAND,IN
"=""263622""",UTTARAKHAND,IN
"=""263623""",UTTARAKHAND,IN
"=""263624""",UTTARAKHAND,IN
"=""263625""",UTTARAKHAND,IN
"=""263626""",UTTARAKHAND,IN
"=""263628""",UTTARAKHAND,IN
"=""263629""",UTTARAKHAND,IN
"=""263630""",UTTARAKHAND,IN
"=""263631""",UTTARAKHAND,IN
"=""263632""",UTTARAKHAND,IN
"=""263633""",UTTARAKHAND,IN
"=""263634""",UTTARAKHAND,IN
"=""263635""",UTTARAKHAND,IN
"=""263636""",UTTARAKHAND,IN
"=""263637""",UTTARAKHAND,IN
"=""263638""",UTTARAKHAND,IN
"=""263639""",UTTARAKHAND,IN
"=""263640""",UTTARAKHAND,IN
"=""263641""",UTTARAKHAND,IN
"=""263642""",UTTARAKHAND,IN
"=""263643""",UTTARAKHAND,IN
"=""263645""",UTTARAKHAND,IN
"=""263646""",UTTARAKHAND,IN
"=""263651""",UTTARAKHAND,IN
"=""263652""",UTTARAKHAND,IN
"=""263653""",UTTARAKHAND,IN
"=""263655""",UTTARAKHAND,IN
"=""263656""",UTTARAKHAND,IN
"=""263658""",UTTARAKHAND,IN
"=""263659""",UTTARAKHAND,IN
"=""263660""",UTTARAKHAND,IN
"=""263661""",UTTARAKHAND,IN
"=""263663""",UTTARAKHAND,IN
"=""263664""",UTTARAKHAND,IN
"=""263665""",UTTARAKHAND,IN
"=""263667""",UTTARAKHAND,IN
"=""263676""",UTTARAKHAND,IN
"=""263678""",UTTARAKHAND,IN
"=""263679""",UTTARAKHAND,IN
"=""263680""",UTTARAKHAND,IN
"=""271001""",UTTAR PRADESH,IN
"=""271002""",UTTAR PRADESH,IN
"=""271003""",UTTAR PRADESH,IN
"=""271122""",UTTAR PRADESH,IN
"=""271123""",UTTAR PRADESH,IN
"=""271124""",UTTAR PRADESH,IN
"=""271125""",UTTAR PRADESH,IN
"=""271126""",UTTAR PRADESH,IN
"=""271129""",UTTAR PRADESH,IN
"=""271201""",UTTAR PRADESH,IN
"=""271202""",UTTAR PRADESH,IN
"=""271203""",UTTAR PRADESH,IN
"=""271204""",UTTAR PRADESH,IN
"=""271205""",UTTAR PRADESH,IN
"=""271206""",UTTAR PRADESH,IN
"=""271207""",UTTAR PRADESH,IN
"=""271208""",UTTAR PRADESH,IN
"=""271209""",UTTAR PRADESH,IN
"=""271210""",UTTAR PRADESH,IN
"=""271215""",UTTAR PRADESH,IN
"=""271301""",UTTAR PRADESH,IN
"=""271302""",UTTAR PRADESH,IN
"=""271303""",UTTAR PRADESH,IN
"=""271304""",UTTAR PRADESH,IN
"=""271305""",UTTAR PRADESH,IN
"=""271306""",UTTAR PRADESH,IN
"=""271307""",UTTAR PRADESH,IN
"=""271308""",UTTAR PRADESH,IN
"=""271309""",UTTAR PRADESH,IN
"=""271310""",UTTAR PRADESH,IN
"=""271311""",UTTAR PRADESH,IN
"=""271312""",UTTAR PRADESH,IN
"=""271313""",UTTAR PRADESH,IN
"=""271319""",UTTAR PRADESH,IN
"=""271401""",UTTAR PRADESH,IN
"=""271402""",UTTAR PRADESH,IN
"=""271403""",UTTAR PRADESH,IN
"=""271502""",UTTAR PRADESH,IN
"=""271503""",UTTAR PRADESH,IN
"=""271504""",UTTAR PRADESH,IN
