pincode,state,countryCode
"=""524306""",ANDHRA PRADESH,IN
"=""524307""",ANDHRA PRADESH,IN
"=""524308""",ANDHRA PRADESH,IN
"=""524309""",ANDHRA PRADESH,IN
"=""524310""",ANDHRA PRADESH,IN
"=""524311""",ANDHRA PRADESH,IN
"=""524312""",ANDHRA PRADESH,IN
"=""524313""",ANDHRA PRADESH,IN
"=""524314""",ANDHRA PRADESH,IN
"=""524315""",ANDHRA PRADESH,IN
"=""524316""",ANDHRA PRADESH,IN
"=""524317""",ANDHRA PRADESH,IN
"=""524318""",ANDHRA PRADESH,IN
"=""524319""",ANDHRA PRADESH,IN
"=""524320""",ANDHRA PRADESH,IN
"=""524321""",ANDHRA PRADESH,IN
"=""524322""",ANDHRA PRADESH,IN
"=""524323""",ANDHRA PRADESH,IN
"=""524324""",ANDHRA PRADESH,IN
"=""524341""",ANDHRA PRADESH,IN
"=""524342""",ANDHRA PRADESH,IN
"=""524343""",ANDHRA PRADESH,IN
"=""524344""",ANDHRA PRADESH,IN
"=""524345""",ANDHRA PRADESH,IN
"=""524346""",ANDHRA PRADESH,IN
"=""524347""",ANDHRA PRADESH,IN
"=""524366""",ANDHRA PRADESH,IN
"=""524401""",ANDHRA PRADESH,IN
"=""524402""",ANDHRA PRADESH,IN
"=""524403""",ANDHRA PRADESH,IN
"=""524404""",ANDHRA PRADESH,IN
"=""524405""",ANDHRA PRADESH,IN
"=""524406""",ANDHRA PRADESH,IN
"=""524407""",ANDHRA PRADESH,IN
"=""524408""",ANDHRA PRADESH,IN
"=""524409""",ANDHRA PRADESH,IN
"=""524410""",ANDHRA PRADESH,IN
"=""524411""",ANDHRA PRADESH,IN
"=""524412""",ANDHRA PRADESH,IN
"=""524413""",ANDHRA PRADESH,IN
"=""524414""",ANDHRA PRADESH,IN
"=""524415""",ANDHRA PRADESH,IN
"=""524421""",ANDHRA PRADESH,IN
"=""530001""",ANDHRA PRADESH,IN
"=""530002""",ANDHRA PRADESH,IN
"=""530003""",ANDHRA PRADESH,IN
"=""530004""",ANDHRA PRADESH,IN
"=""530005""",ANDHRA PRADESH,IN
"=""530007""",ANDHRA PRADESH,IN
"=""530008""",ANDHRA PRADESH,IN
"=""530009""",ANDHRA PRADESH,IN
"=""530011""",ANDHRA PRADESH,IN
"=""530012""",ANDHRA PRADESH,IN
"=""530013""",ANDHRA PRADESH,IN
"=""530014""",ANDHRA PRADESH,IN
"=""530015""",ANDHRA PRADESH,IN
"=""530016""",ANDHRA PRADESH,IN
"=""530017""",ANDHRA PRADESH,IN
"=""530018""",ANDHRA PRADESH,IN
"=""530020""",ANDHRA PRADESH,IN
"=""530022""",ANDHRA PRADESH,IN
"=""530024""",ANDHRA PRADESH,IN
"=""530026""",ANDHRA PRADESH,IN
"=""530027""",ANDHRA PRADESH,IN
"=""530028""",ANDHRA PRADESH,IN
"=""530029""",ANDHRA PRADESH,IN
"=""530031""",ANDHRA PRADESH,IN
"=""530032""",ANDHRA PRADESH,IN
"=""530040""",ANDHRA PRADESH,IN
"=""530041""",ANDHRA PRADESH,IN
"=""530043""",ANDHRA PRADESH,IN
"=""530044""",ANDHRA PRADESH,IN
"=""530045""",ANDHRA PRADESH,IN
"=""530046""",ANDHRA PRADESH,IN
"=""530047""",ANDHRA PRADESH,IN
"=""530048""",ANDHRA PRADESH,IN
"=""530049""",ANDHRA PRADESH,IN
"=""530051""",ANDHRA PRADESH,IN
"=""530052""",ANDHRA PRADESH,IN
"=""530053""",ANDHRA PRADESH,IN
"=""530055""",ANDHRA PRADESH,IN
"=""530056""",ANDHRA PRADESH,IN
"=""530057""",ANDHRA PRADESH,IN
"=""530058""",ANDHRA PRADESH,IN
"=""530059""",ANDHRA PRADESH,IN
"=""531001""",ANDHRA PRADESH,IN
"=""531002""",ANDHRA PRADESH,IN
"=""531011""",ANDHRA PRADESH,IN
"=""531019""",ANDHRA PRADESH,IN
"=""531020""",ANDHRA PRADESH,IN
"=""531021""",ANDHRA PRADESH,IN
"=""531022""",ANDHRA PRADESH,IN
"=""531023""",ANDHRA PRADESH,IN
"=""531024""",ANDHRA PRADESH,IN
"=""531025""",ANDHRA PRADESH,IN
"=""531026""",ANDHRA PRADESH,IN
"=""531027""",ANDHRA PRADESH,IN
"=""531028""",ANDHRA PRADESH,IN
"=""531029""",ANDHRA PRADESH,IN
"=""531030""",ANDHRA PRADESH,IN
"=""531031""",ANDHRA PRADESH,IN
"=""531032""",ANDHRA PRADESH,IN
"=""531033""",ANDHRA PRADESH,IN
"=""531034""",ANDHRA PRADESH,IN
"=""531035""",ANDHRA PRADESH,IN
"=""531036""",ANDHRA PRADESH,IN
"=""531040""",ANDHRA PRADESH,IN
"=""531055""",ANDHRA PRADESH,IN
"=""531060""",ANDHRA PRADESH,IN
"=""531061""",ANDHRA PRADESH,IN
"=""531075""",ANDHRA PRADESH,IN
"=""531077""",ANDHRA PRADESH,IN
"=""531081""",ANDHRA PRADESH,IN
"=""531082""",ANDHRA PRADESH,IN
"=""531083""",ANDHRA PRADESH,IN
"=""531084""",ANDHRA PRADESH,IN
"=""531085""",ANDHRA PRADESH,IN
"=""531087""",ANDHRA PRADESH,IN
"=""531105""",ANDHRA PRADESH,IN
"=""531111""",ANDHRA PRADESH,IN
"=""531113""",ANDHRA PRADESH,IN
"=""531114""",ANDHRA PRADESH,IN
"=""531115""",ANDHRA PRADESH,IN
"=""531116""",ANDHRA PRADESH,IN
"=""531117""",ANDHRA PRADESH,IN
"=""531118""",ANDHRA PRADESH,IN
"=""531126""",ANDHRA PRADESH,IN
"=""531127""",ANDHRA PRADESH,IN
"=""531133""",ANDHRA PRADESH,IN
"=""531149""",ANDHRA PRADESH,IN
"=""531151""",ANDHRA PRADESH,IN
"=""531162""",ANDHRA PRADESH,IN
"=""531163""",ANDHRA PRADESH,IN
"=""531173""",ANDHRA PRADESH,IN
"=""531219""",ANDHRA PRADESH,IN
"=""532001""",ANDHRA PRADESH,IN
"=""532005""",ANDHRA PRADESH,IN
"=""532122""",ANDHRA PRADESH,IN
"=""532123""",ANDHRA PRADESH,IN
"=""532127""",ANDHRA PRADESH,IN
"=""532148""",ANDHRA PRADESH,IN
"=""532167""",ANDHRA PRADESH,IN
"=""532168""",ANDHRA PRADESH,IN
"=""532185""",ANDHRA PRADESH,IN
"=""532186""",ANDHRA PRADESH,IN
"=""532187""",ANDHRA PRADESH,IN
"=""532190""",ANDHRA PRADESH,IN
"=""532195""",ANDHRA PRADESH,IN
"=""532201""",ANDHRA PRADESH,IN
"=""532203""",ANDHRA PRADESH,IN
"=""532204""",ANDHRA PRADESH,IN
"=""532207""",ANDHRA PRADESH,IN
"=""532211""",ANDHRA PRADESH,IN
"=""532212""",ANDHRA PRADESH,IN
"=""532213""",ANDHRA PRADESH,IN
"=""532214""",ANDHRA PRADESH,IN
"=""532215""",ANDHRA PRADESH,IN
"=""532216""",ANDHRA PRADESH,IN
"=""532218""",ANDHRA PRADESH,IN
"=""532219""",ANDHRA PRADESH,IN
"=""532220""",ANDHRA PRADESH,IN
"=""532221""",ANDHRA PRADESH,IN
"=""532222""",ANDHRA PRADESH,IN
"=""532242""",ANDHRA PRADESH,IN
"=""532243""",ANDHRA PRADESH,IN
"=""532263""",ANDHRA PRADESH,IN
"=""532264""",ANDHRA PRADESH,IN
"=""532284""",ANDHRA PRADESH,IN
"=""532290""",ANDHRA PRADESH,IN
"=""532291""",ANDHRA PRADESH,IN
"=""532292""",ANDHRA PRADESH,IN
"=""532312""",ANDHRA PRADESH,IN
"=""532322""",ANDHRA PRADESH,IN
"=""532401""",ANDHRA PRADESH,IN
"=""532402""",ANDHRA PRADESH,IN
"=""532403""",ANDHRA PRADESH,IN
"=""532404""",ANDHRA PRADESH,IN
"=""532405""",ANDHRA PRADESH,IN
"=""532406""",ANDHRA PRADESH,IN
"=""532407""",ANDHRA PRADESH,IN
"=""532408""",ANDHRA PRADESH,IN
"=""532409""",ANDHRA PRADESH,IN
"=""532410""",ANDHRA PRADESH,IN
"=""532421""",ANDHRA PRADESH,IN
"=""532425""",ANDHRA PRADESH,IN
"=""532426""",ANDHRA PRADESH,IN
"=""532427""",ANDHRA PRADESH,IN
"=""532428""",ANDHRA PRADESH,IN
"=""532429""",ANDHRA PRADESH,IN
"=""532430""",ANDHRA PRADESH,IN
"=""532432""",ANDHRA PRADESH,IN
"=""532440""",ANDHRA PRADESH,IN
"=""532443""",ANDHRA PRADESH,IN
"=""532445""",ANDHRA PRADESH,IN
"=""532455""",ANDHRA PRADESH,IN
"=""532456""",ANDHRA PRADESH,IN
"=""532457""",ANDHRA PRADESH,IN
"=""532458""",ANDHRA PRADESH,IN
"=""532459""",ANDHRA PRADESH,IN
"=""532460""",ANDHRA PRADESH,IN
"=""532461""",ANDHRA PRADESH,IN
"=""532462""",ANDHRA PRADESH,IN
"=""532474""",ANDHRA PRADESH,IN
"=""532484""",ANDHRA PRADESH,IN
"=""533001""",ANDHRA PRADESH,IN
"=""533002""",ANDHRA PRADESH,IN
"=""533003""",ANDHRA PRADESH,IN
"=""533004""",ANDHRA PRADESH,IN
"=""533005""",ANDHRA PRADESH,IN
"=""533006""",ANDHRA PRADESH,IN
"=""533007""",ANDHRA PRADESH,IN
"=""533016""",ANDHRA PRADESH,IN
"=""533101""",ANDHRA PRADESH,IN
"=""533102""",ANDHRA PRADESH,IN
"=""533103""",ANDHRA PRADESH,IN
"=""533104""",ANDHRA PRADESH,IN
"=""533105""",ANDHRA PRADESH,IN
"=""533106""",ANDHRA PRADESH,IN
"=""533107""",ANDHRA PRADESH,IN
"=""533108""",ANDHRA PRADESH,IN
"=""533124""",ANDHRA PRADESH,IN
"=""533125""",ANDHRA PRADESH,IN
"=""533126""",ANDHRA PRADESH,IN
"=""533201""",ANDHRA PRADESH,IN
"=""533210""",ANDHRA PRADESH,IN
"=""533211""",ANDHRA PRADESH,IN
"=""533212""",ANDHRA PRADESH,IN
"=""533213""",ANDHRA PRADESH,IN
"=""533214""",ANDHRA PRADESH,IN
"=""533215""",ANDHRA PRADESH,IN
"=""533216""",ANDHRA PRADESH,IN
"=""533217""",ANDHRA PRADESH,IN
"=""533218""",ANDHRA PRADESH,IN
"=""533219""",ANDHRA PRADESH,IN
"=""533220""",ANDHRA PRADESH,IN
"=""533221""",ANDHRA PRADESH,IN
"=""533222""",ANDHRA PRADESH,IN
"=""533223""",ANDHRA PRADESH,IN
"=""533228""",ANDHRA PRADESH,IN
"=""533229""",ANDHRA PRADESH,IN
"=""533232""",ANDHRA PRADESH,IN
"=""533233""",ANDHRA PRADESH,IN
"=""533234""",ANDHRA PRADESH,IN
"=""533235""",ANDHRA PRADESH,IN
"=""533236""",ANDHRA PRADESH,IN
"=""533237""",ANDHRA PRADESH,IN
"=""533238""",ANDHRA PRADESH,IN
"=""533239""",ANDHRA PRADESH,IN
"=""533240""",ANDHRA PRADESH,IN
"=""533241""",ANDHRA PRADESH,IN
"=""533242""",ANDHRA PRADESH,IN
"=""533244""",ANDHRA PRADESH,IN
"=""533247""",ANDHRA PRADESH,IN
"=""533248""",ANDHRA PRADESH,IN
"=""533249""",ANDHRA PRADESH,IN
"=""533250""",ANDHRA PRADESH,IN
"=""533251""",ANDHRA PRADESH,IN
"=""533252""",ANDHRA PRADESH,IN
"=""533253""",ANDHRA PRADESH,IN
"=""533254""",ANDHRA PRADESH,IN
"=""533255""",ANDHRA PRADESH,IN
"=""533256""",ANDHRA PRADESH,IN
"=""533260""",ANDHRA PRADESH,IN
"=""533261""",ANDHRA PRADESH,IN
"=""533262""",ANDHRA PRADESH,IN
"=""533263""",ANDHRA PRADESH,IN
"=""533264""",ANDHRA PRADESH,IN
"=""533274""",ANDHRA PRADESH,IN
"=""533284""",ANDHRA PRADESH,IN
"=""533285""",ANDHRA PRADESH,IN
"=""533286""",ANDHRA PRADESH,IN
"=""533287""",ANDHRA PRADESH,IN
"=""533288""",ANDHRA PRADESH,IN
"=""533289""",ANDHRA PRADESH,IN
"=""533290""",ANDHRA PRADESH,IN
"=""533291""",ANDHRA PRADESH,IN
"=""533292""",ANDHRA PRADESH,IN
"=""533293""",ANDHRA PRADESH,IN
"=""533294""",ANDHRA PRADESH,IN
"=""533295""",ANDHRA PRADESH,IN
"=""533296""",ANDHRA PRADESH,IN
"=""533297""",ANDHRA PRADESH,IN
"=""533305""",ANDHRA PRADESH,IN
"=""533306""",ANDHRA PRADESH,IN
"=""533307""",ANDHRA PRADESH,IN
"=""533308""",ANDHRA PRADESH,IN
"=""533309""",ANDHRA PRADESH,IN
"=""533339""",ANDHRA PRADESH,IN
"=""533340""",ANDHRA PRADESH,IN
"=""533341""",ANDHRA PRADESH,IN
"=""533342""",ANDHRA PRADESH,IN
"=""533343""",ANDHRA PRADESH,IN
"=""533344""",ANDHRA PRADESH,IN
"=""533345""",ANDHRA PRADESH,IN
"=""533346""",ANDHRA PRADESH,IN
"=""533347""",ANDHRA PRADESH,IN
"=""533348""",ANDHRA PRADESH,IN
"=""533349""",ANDHRA PRADESH,IN
"=""533350""",ANDHRA PRADESH,IN
"=""533351""",ANDHRA PRADESH,IN
"=""533352""",ANDHRA PRADESH,IN
"=""533353""",ANDHRA PRADESH,IN
"=""533354""",ANDHRA PRADESH,IN
"=""533355""",ANDHRA PRADESH,IN
"=""533401""",ANDHRA PRADESH,IN
"=""533406""",ANDHRA PRADESH,IN
"=""533407""",ANDHRA PRADESH,IN
"=""533408""",ANDHRA PRADESH,IN
"=""533428""",ANDHRA PRADESH,IN
"=""533429""",ANDHRA PRADESH,IN
"=""533430""",ANDHRA PRADESH,IN
"=""533431""",ANDHRA PRADESH,IN
"=""533432""",ANDHRA PRADESH,IN
"=""533433""",ANDHRA PRADESH,IN
"=""533434""",ANDHRA PRADESH,IN
"=""533435""",ANDHRA PRADESH,IN
"=""533436""",ANDHRA PRADESH,IN
"=""533437""",ANDHRA PRADESH,IN
"=""533440""",ANDHRA PRADESH,IN
"=""533444""",ANDHRA PRADESH,IN
"=""533445""",ANDHRA PRADESH,IN
"=""533446""",ANDHRA PRADESH,IN
"=""533447""",ANDHRA PRADESH,IN
"=""533448""",ANDHRA PRADESH,IN
"=""533449""",ANDHRA PRADESH,IN
"=""533450""",ANDHRA PRADESH,IN
"=""533451""",ANDHRA PRADESH,IN
"=""533460""",ANDHRA PRADESH,IN
"=""533461""",ANDHRA PRADESH,IN
"=""533462""",ANDHRA PRADESH,IN
"=""533463""",ANDHRA PRADESH,IN
"=""533464""",ANDHRA PRADESH,IN
"=""533468""",ANDHRA PRADESH,IN
"=""533483""",ANDHRA PRADESH,IN
"=""533577""",ANDHRA PRADESH,IN
"=""534001""",ANDHRA PRADESH,IN
"=""534002""",ANDHRA PRADESH,IN
"=""534003""",ANDHRA PRADESH,IN
"=""534004""",ANDHRA PRADESH,IN
"=""534005""",ANDHRA PRADESH,IN
"=""534006""",ANDHRA PRADESH,IN
"=""534007""",ANDHRA PRADESH,IN
"=""534008""",ANDHRA PRADESH,IN
"=""534101""",ANDHRA PRADESH,IN
"=""534102""",ANDHRA PRADESH,IN
"=""534111""",ANDHRA PRADESH,IN
"=""534112""",ANDHRA PRADESH,IN
"=""534122""",ANDHRA PRADESH,IN
"=""534123""",ANDHRA PRADESH,IN
"=""534124""",ANDHRA PRADESH,IN
"=""534126""",ANDHRA PRADESH,IN
"=""534134""",ANDHRA PRADESH,IN
"=""534145""",ANDHRA PRADESH,IN
"=""534146""",ANDHRA PRADESH,IN
"=""534156""",ANDHRA PRADESH,IN
"=""534165""",ANDHRA PRADESH,IN
"=""534166""",ANDHRA PRADESH,IN
"=""534176""",ANDHRA PRADESH,IN
"=""534186""",ANDHRA PRADESH,IN
"=""534195""",ANDHRA PRADESH,IN
"=""534196""",ANDHRA PRADESH,IN
"=""534197""",ANDHRA PRADESH,IN
"=""534198""",ANDHRA PRADESH,IN
"=""534199""",ANDHRA PRADESH,IN
"=""534201""",ANDHRA PRADESH,IN
"=""534202""",ANDHRA PRADESH,IN
"=""534204""",ANDHRA PRADESH,IN
"=""534206""",ANDHRA PRADESH,IN
"=""534207""",ANDHRA PRADESH,IN
"=""534208""",ANDHRA PRADESH,IN
"=""534209""",ANDHRA PRADESH,IN
"=""534210""",ANDHRA PRADESH,IN
"=""534211""",ANDHRA PRADESH,IN
"=""534215""",ANDHRA PRADESH,IN
"=""534216""",ANDHRA PRADESH,IN
"=""534217""",ANDHRA PRADESH,IN
"=""534218""",ANDHRA PRADESH,IN
"=""534222""",ANDHRA PRADESH,IN
"=""534225""",ANDHRA PRADESH,IN
"=""534227""",ANDHRA PRADESH,IN
"=""534230""",ANDHRA PRADESH,IN
"=""534235""",ANDHRA PRADESH,IN
"=""534236""",ANDHRA PRADESH,IN
"=""534237""",ANDHRA PRADESH,IN
"=""534238""",ANDHRA PRADESH,IN
"=""534239""",ANDHRA PRADESH,IN
"=""534240""",ANDHRA PRADESH,IN
"=""534243""",ANDHRA PRADESH,IN
"=""534244""",ANDHRA PRADESH,IN
"=""534245""",ANDHRA PRADESH,IN
"=""534247""",ANDHRA PRADESH,IN
"=""534250""",ANDHRA PRADESH,IN
"=""534260""",ANDHRA PRADESH,IN
"=""534265""",ANDHRA PRADESH,IN
"=""534266""",ANDHRA PRADESH,IN
"=""534267""",ANDHRA PRADESH,IN
"=""534268""",ANDHRA PRADESH,IN
"=""534269""",ANDHRA PRADESH,IN
"=""534275""",ANDHRA PRADESH,IN
"=""534280""",ANDHRA PRADESH,IN
"=""534281""",ANDHRA PRADESH,IN
"=""534301""",ANDHRA PRADESH,IN
"=""534302""",ANDHRA PRADESH,IN
"=""534305""",ANDHRA PRADESH,IN
"=""534311""",ANDHRA PRADESH,IN
"=""534312""",ANDHRA PRADESH,IN
"=""534313""",ANDHRA PRADESH,IN
"=""534315""",ANDHRA PRADESH,IN
"=""534316""",ANDHRA PRADESH,IN
"=""534318""",ANDHRA PRADESH,IN
"=""534320""",ANDHRA PRADESH,IN
"=""534324""",ANDHRA PRADESH,IN
"=""534326""",ANDHRA PRADESH,IN
"=""534327""",ANDHRA PRADESH,IN
"=""534328""",ANDHRA PRADESH,IN
"=""534329""",ANDHRA PRADESH,IN
"=""534330""",ANDHRA PRADESH,IN
"=""534331""",ANDHRA PRADESH,IN
"=""534338""",ANDHRA PRADESH,IN
"=""534340""",ANDHRA PRADESH,IN
"=""534341""",ANDHRA PRADESH,IN
"=""534342""",ANDHRA PRADESH,IN
"=""534350""",ANDHRA PRADESH,IN
"=""534401""",ANDHRA PRADESH,IN
"=""534406""",ANDHRA PRADESH,IN
"=""534411""",ANDHRA PRADESH,IN
"=""534416""",ANDHRA PRADESH,IN
"=""534425""",ANDHRA PRADESH,IN
"=""534426""",ANDHRA PRADESH,IN
"=""534427""",ANDHRA PRADESH,IN
"=""534432""",ANDHRA PRADESH,IN
"=""534435""",ANDHRA PRADESH,IN
"=""534437""",ANDHRA PRADESH,IN
"=""534442""",ANDHRA PRADESH,IN
"=""534444""",ANDHRA PRADESH,IN
"=""534447""",ANDHRA PRADESH,IN
"=""534448""",ANDHRA PRADESH,IN
"=""534449""",ANDHRA PRADESH,IN
"=""534450""",ANDHRA PRADESH,IN
"=""534451""",ANDHRA PRADESH,IN
"=""534452""",ANDHRA PRADESH,IN
"=""534455""",ANDHRA PRADESH,IN
"=""534456""",ANDHRA PRADESH,IN
"=""534460""",ANDHRA PRADESH,IN
"=""534461""",ANDHRA PRADESH,IN
"=""534462""",ANDHRA PRADESH,IN
"=""534467""",ANDHRA PRADESH,IN
"=""534475""",ANDHRA PRADESH,IN
"=""535001""",ANDHRA PRADESH,IN
"=""535002""",ANDHRA PRADESH,IN
"=""535003""",ANDHRA PRADESH,IN
"=""535004""",ANDHRA PRADESH,IN
"=""535005""",ANDHRA PRADESH,IN
"=""535006""",ANDHRA PRADESH,IN
"=""535101""",ANDHRA PRADESH,IN
"=""535102""",ANDHRA PRADESH,IN
"=""535124""",ANDHRA PRADESH,IN
"=""535125""",ANDHRA PRADESH,IN
"=""535126""",ANDHRA PRADESH,IN
"=""535128""",ANDHRA PRADESH,IN
"=""535145""",ANDHRA PRADESH,IN
"=""535148""",ANDHRA PRADESH,IN
"=""535160""",ANDHRA PRADESH,IN
"=""535161""",ANDHRA PRADESH,IN
"=""535183""",ANDHRA PRADESH,IN
"=""535204""",ANDHRA PRADESH,IN
"=""535213""",ANDHRA PRADESH,IN
"=""535214""",ANDHRA PRADESH,IN
"=""535215""",ANDHRA PRADESH,IN
"=""535216""",ANDHRA PRADESH,IN
"=""535217""",ANDHRA PRADESH,IN
"=""535218""",ANDHRA PRADESH,IN
"=""535220""",ANDHRA PRADESH,IN
"=""535221""",ANDHRA PRADESH,IN
"=""535240""",ANDHRA PRADESH,IN
"=""535250""",ANDHRA PRADESH,IN
"=""535260""",ANDHRA PRADESH,IN
"=""535270""",ANDHRA PRADESH,IN
"=""535273""",ANDHRA PRADESH,IN
"=""535280""",ANDHRA PRADESH,IN
"=""535281""",ANDHRA PRADESH,IN
"=""535463""",ANDHRA PRADESH,IN
"=""535501""",ANDHRA PRADESH,IN
"=""535502""",ANDHRA PRADESH,IN
"=""535521""",ANDHRA PRADESH,IN
"=""535522""",ANDHRA PRADESH,IN
"=""535523""",ANDHRA PRADESH,IN
"=""535524""",ANDHRA PRADESH,IN
"=""535525""",ANDHRA PRADESH,IN
"=""535526""",ANDHRA PRADESH,IN
"=""535527""",ANDHRA PRADESH,IN
"=""535534""",ANDHRA PRADESH,IN
"=""535546""",ANDHRA PRADESH,IN
"=""535547""",ANDHRA PRADESH,IN
"=""535557""",ANDHRA PRADESH,IN
"=""535558""",ANDHRA PRADESH,IN
"=""535559""",ANDHRA PRADESH,IN
"=""535568""",ANDHRA PRADESH,IN
"=""535569""",ANDHRA PRADESH,IN
"=""535573""",ANDHRA PRADESH,IN
"=""535578""",ANDHRA PRADESH,IN
"=""535579""",ANDHRA PRADESH,IN
"=""535580""",ANDHRA PRADESH,IN
"=""535581""",ANDHRA PRADESH,IN
"=""535582""",ANDHRA PRADESH,IN
"=""535591""",ANDHRA PRADESH,IN
"=""535592""",ANDHRA PRADESH,IN
"=""535593""",ANDHRA PRADESH,IN
"=""535594""",ANDHRA PRADESH,IN
"=""560001""",KARNATAKA,IN
"=""560002""",KARNATAKA,IN
"=""560003""",KARNATAKA,IN
"=""560004""",KARNATAKA,IN
"=""560005""",KARNATAKA,IN
"=""560006""",KARNATAKA,IN
"=""560007""",KARNATAKA,IN
"=""560008""",KARNATAKA,IN
"=""560009""",KARNATAKA,IN
"=""560010""",KARNATAKA,IN
"=""560011""",KARNATAKA,IN
"=""560012""",KARNATAKA,IN
"=""560013""",KARNATAKA,IN
"=""560015""",KARNATAKA,IN
"=""560016""",KARNATAKA,IN
"=""560017""",KARNATAKA,IN
"=""560018""",KARNATAKA,IN
"=""560020""",KARNATAKA,IN
"=""560021""",KARNATAKA,IN
"=""560022""",KARNATAKA,IN
"=""560023""",KARNATAKA,IN
"=""560024""",KARNATAKA,IN
"=""560025""",KARNATAKA,IN
"=""560026""",KARNATAKA,IN
"=""560027""",KARNATAKA,IN
"=""560029""",KARNATAKA,IN
"=""560030""",KARNATAKA,IN
"=""560032""",KARNATAKA,IN
"=""560033""",KARNATAKA,IN
"=""560034""",KARNATAKA,IN
"=""560035""",KARNATAKA,IN
"=""560036""",KARNATAKA,IN
"=""560037""",KARNATAKA,IN
"=""560038""",KARNATAKA,IN
"=""560040""",KARNATAKA,IN
"=""560041""",KARNATAKA,IN
"=""560042""",KARNATAKA,IN
"=""560043""",KARNATAKA,IN
"=""560045""",KARNATAKA,IN
"=""560047""",KARNATAKA,IN
"=""560048""",KARNATAKA,IN
"=""560049""",KARNATAKA,IN
"=""560050""",KARNATAKA,IN
"=""560051""",KARNATAKA,IN
"=""560053""",KARNATAKA,IN
"=""560054""",KARNATAKA,IN
"=""560055""",KARNATAKA,IN
"=""560056""",KARNATAKA,IN
"=""560057""",KARNATAKA,IN
"=""560058""",KARNATAKA,IN
"=""560059""",KARNATAKA,IN
"=""560060""",KARNATAKA,IN
"=""560061""",KARNATAKA,IN
"=""560062""",KARNATAKA,IN
"=""560063""",KARNATAKA,IN
"=""560064""",KARNATAKA,IN
"=""560065""",KARNATAKA,IN
"=""560066""",KARNATAKA,IN
"=""560067""",KARNATAKA,IN
"=""560068""",KARNATAKA,IN
"=""560070""",KARNATAKA,IN
"=""560071""",KARNATAKA,IN
"=""560072""",KARNATAKA,IN
"=""560073""",KARNATAKA,IN
"=""560074""",KARNATAKA,IN
"=""560075""",KARNATAKA,IN
"=""560076""",KARNATAKA,IN
"=""560077""",KARNATAKA,IN
"=""560078""",KARNATAKA,IN
"=""560079""",KARNATAKA,IN
"=""560080""",KARNATAKA,IN
"=""560081""",KARNATAKA,IN
"=""560082""",KARNATAKA,IN
"=""560083""",KARNATAKA,IN
"=""560084""",KARNATAKA,IN
"=""560085""",KARNATAKA,IN
"=""560086""",KARNATAKA,IN
"=""560087""",KARNATAKA,IN
"=""560088""",KARNATAKA,IN
"=""560089""",KARNATAKA,IN
"=""560090""",KARNATAKA,IN
"=""560091""",KARNATAKA,IN
"=""560092""",KARNATAKA,IN
"=""560093""",KARNATAKA,IN
"=""560094""",KARNATAKA,IN
"=""560095""",KARNATAKA,IN
"=""560096""",KARNATAKA,IN
"=""560097""",KARNATAKA,IN
"=""560098""",KARNATAKA,IN
"=""560099""",KARNATAKA,IN
"=""560100""",KARNATAKA,IN
"=""560102""",KARNATAKA,IN
"=""560103""",KARNATAKA,IN
"=""560104""",KARNATAKA,IN
"=""560105""",KARNATAKA,IN
"=""560107""",KARNATAKA,IN
"=""560108""",KARNATAKA,IN
"=""560109""",KARNATAKA,IN
"=""560110""",KARNATAKA,IN
"=""560111""",KARNATAKA,IN
"=""560112""",KARNATAKA,IN
"=""560113""",KARNATAKA,IN
"=""560114""",KARNATAKA,IN
"=""560115""",KARNATAKA,IN
"=""560116""",KARNATAKA,IN
"=""560117""",KARNATAKA,IN
"=""560119""",KARNATAKA,IN
"=""560300""",KARNATAKA,IN
"=""560500""",KARNATAKA,IN
"=""561101""",KARNATAKA,IN
"=""561201""",KARNATAKA,IN
"=""561202""",KARNATAKA,IN
"=""561203""",KARNATAKA,IN
"=""561204""",KARNATAKA,IN
"=""561205""",KARNATAKA,IN
"=""561206""",KARNATAKA,IN
"=""561207""",KARNATAKA,IN
"=""561208""",KARNATAKA,IN
"=""561209""",KARNATAKA,IN
"=""561210""",KARNATAKA,IN
"=""561211""",KARNATAKA,IN
"=""561212""",KARNATAKA,IN
"=""561213""",KARNATAKA,IN
"=""561228""",KARNATAKA,IN
"=""562101""",KARNATAKA,IN
"=""562102""",KARNATAKA,IN
"=""562103""",KARNATAKA,IN
"=""562104""",KARNATAKA,IN
"=""562105""",KARNATAKA,IN
"=""562106""",KARNATAKA,IN
"=""562107""",KARNATAKA,IN
"=""562108""",KARNATAKA,IN
"=""562109""",KARNATAKA,IN
"=""562110""",KARNATAKA,IN
"=""562111""",KARNATAKA,IN
"=""562112""",KARNATAKA,IN
"=""562114""",KARNATAKA,IN
"=""562117""",KARNATAKA,IN
"=""562119""",KARNATAKA,IN
"=""562120""",KARNATAKA,IN
"=""562121""",KARNATAKA,IN
"=""562122""",KARNATAKA,IN
"=""562123""",KARNATAKA,IN
"=""562125""",KARNATAKA,IN
"=""562126""",KARNATAKA,IN
"=""562127""",KARNATAKA,IN
"=""562128""",KARNATAKA,IN
"=""562129""",KARNATAKA,IN
"=""562130""",KARNATAKA,IN
"=""562131""",KARNATAKA,IN
"=""562132""",KARNATAKA,IN
"=""562135""",KARNATAKA,IN
"=""562138""",KARNATAKA,IN
"=""562149""",KARNATAKA,IN
"=""562157""",KARNATAKA,IN
